,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
491,White,1,34.0,3.4,NG,-1.36,0.74880952381,1.0
492,White,2,40.0,3.6,FW,-0.08,0.842857142857,1.0
493,White,1,37.0,3.4,FW,-0.51,0.78630952381,1.0
494,White,2,35.0,2.8,Mt,-0.96,0.704166666667,1.0
495,Asian,1,44.0,3.7,FW,0.34,0.902380952381,1.0
496,White,2,38.0,2.4,MS,1.38,0.703571428571,1.0
497,White,2,44.0,3.6,FW,1.88,0.892857142857,1.0
498,Other,1,32.0,3.9,FW,0.13,0.771428571429,1.0
499,White,2,43.0,4.0,Mt,0.87,0.918452380952,1.0
500,White,1,42.0,3.4,FW,0.67,0.84880952381,1.0
501,White,2,46.0,3.0,FW,0.27,0.860714285714,1.0
502,White,1,43.0,3.5,FW,0.58,0.870833333333,1.0
503,White,2,43.0,3.0,FW,0.54,0.823214285714,1.0
504,White,2,41.0,3.7,FW,0.75,0.864880952381,1.0
505,White,1,42.0,3.9,FW,-1.21,0.896428571429,1.0
506,White,2,28.0,2.8,MS,-0.76,0.616666666667,1.0
507,Amerindian,2,27.5,3.5,FW,-1.54,0.677083333333,0.0
508,White,2,46.0,3.3,FW,-0.76,0.889285714286,1.0
509,White,2,45.0,3.5,FW,0.87,0.895833333333,1.0
510,White,2,42.0,3.7,FW,1.92,0.877380952381,1.0
511,White,2,42.0,3.6,Mt,0.81,0.867857142857,1.0
512,White,1,45.0,3.2,FW,-0.16,0.867261904762,1.0
513,White,1,42.0,3.5,FW,0.71,0.858333333333,1.0
514,Asian,1,45.0,3.4,FW,-1.25,0.88630952381,1.0
515,White,2,44.0,3.4,FW,-0.33,0.87380952381,1.0
516,White,1,41.0,3.5,FW,-1.25,0.845833333333,0.0
517,White,2,41.0,3.6,NG,2.05,0.855357142857,1.0
519,Hispanic,1,35.0,3.6,FW,-1.36,0.780357142857,1.0
520,Black,2,34.0,2.7,FW,-1.56,0.682142857143,0.0
521,Black,1,32.0,2.7,NE,0.71,0.657142857143,1.0
522,White,1,47.0,3.0,FW,0.71,0.873214285714,1.0
523,White,2,44.0,3.4,FW,0.81,0.87380952381,1.0
524,Hispanic,2,42.5,2.3,FW,-1.25,0.750297619048,1.0
525,White,1,39.5,3.0,FW,-1.32,0.779464285714,0.0
526,White,1,41.0,3.5,FW,1.84,0.845833333333,1.0
527,White,2,29.5,2.9,MS,-0.33,0.64494047619,1.0
528,White,2,45.0,3.6,FW,0.34,0.905357142857,1.0
529,Asian,2,33.0,3.9,FW,-0.41,0.783928571429,1.0
530,Mexican,2,35.0,2.5,FW,0.19,0.675595238095,1.0
531,White,2,43.0,3.7,FW,-0.26,0.889880952381,0.0
532,White,2,44.0,3.2,FW,1.08,0.854761904762,1.0
533,White,2,46.0,3.0,FW,-1.27,0.860714285714,0.0
534,White,1,39.0,3.6,FW,-1.73,0.830357142857,0.0
535,White,1,43.0,3.3,FW,1.82,0.851785714286,1.0
536,White,1,42.0,3.6,NE,1.39,0.867857142857,1.0
537,White,1,48.0,3.7,GL,1.26,0.952380952381,1.0
538,White,2,33.0,2.5,MS,-0.32,0.650595238095,1.0
539,White,1,40.0,3.8,FW,-0.18,0.861904761905,1.0
540,White,1,38.5,3.4,FW,-0.74,0.80505952381,1.0
541,White,1,40.0,3.6,FW,0.09,0.842857142857,1.0
542,Asian,1,44.0,3.0,FW,-0.9,0.835714285714,1.0
543,White,1,41.0,3.6,FW,-0.06,0.855357142857,1.0
544,Asian,1,43.0,3.3,FW,-0.16,0.851785714286,0.0
545,Asian,2,47.0,3.4,FW,1.22,0.91130952381,1.0
546,White,2,43.0,3.4,FW,0.56,0.86130952381,1.0
547,White,1,42.0,3.6,FW,1.45,0.867857142857,1.0
548,White,2,38.0,3.9,FW,0.6,0.846428571429,1.0
549,White,1,35.5,2.5,MS,-0.24,0.681845238095,1.0
551,White,1,37.0,3.7,FW,1.04,0.814880952381,1.0
552,White,1,42.0,3.5,FW,0.69,0.858333333333,1.0
553,Hispanic,1,46.0,3.1,FW,-0.57,0.870238095238,1.0
554,White,2,42.0,3.6,FW,-0.92,0.867857142857,1.0
555,White,2,45.0,3.3,FW,0.6,0.876785714286,1.0
556,Other,1,40.0,3.7,FW,-0.66,0.852380952381,1.0
557,Other,1,38.0,3.6,FW,-0.22,0.817857142857,1.0
558,White,2,42.0,3.1,FW,-0.41,0.820238095238,1.0
559,White,2,43.0,3.2,FW,-1.07,0.842261904762,1.0
560,White,2,31.0,2.6,MS,-0.43,0.635119047619,0.0
561,Asian,1,42.0,3.7,FW,1.22,0.877380952381,1.0
562,White,2,39.0,3.7,FW,-1.5,0.839880952381,0.0
563,White,2,47.0,3.1,FW,1.32,0.882738095238,1.0
565,White,1,41.0,3.8,FW,-0.51,0.874404761905,1.0
566,White,2,33.0,3.6,FW,-0.99,0.755357142857,1.0
567,White,1,42.0,3.4,FW,-0.08,0.84880952381,1.0
568,White,1,46.0,3.3,FW,1.04,0.889285714286,1.0
569,White,2,32.3,3.3,MS,-0.71,0.718035714286,1.0
570,White,1,37.0,3.5,FW,-1.69,0.795833333333,0.0
571,Asian,1,41.0,3.6,NE,0.85,0.855357142857,1.0
573,White,1,39.0,3.9,FW,-0.35,0.858928571429,1.0
574,White,2,42.0,3.4,FW,-0.16,0.84880952381,1.0
575,Black,2,28.5,2.4,FW,-1.54,0.584821428571,0.0
576,White,2,44.0,3.6,FW,0.77,0.892857142857,1.0
577,White,2,40.0,3.6,FW,0.67,0.842857142857,1.0
578,Hispanic,2,37.0,2.5,FW,-1.67,0.700595238095,0.0
579,White,2,39.0,3.7,FW,1.37,0.839880952381,1.0
580,White,1,28.5,2.6,MS,-0.95,0.603869047619,1.0
581,White,2,44.0,3.2,FW,-1.69,0.854761904762,0.0
582,White,2,40.0,3.4,FW,0.69,0.82380952381,1.0
583,White,1,46.0,3.0,FW,0.95,0.860714285714,1.0
584,White,1,42.0,3.7,FW,1.14,0.877380952381,1.0
585,White,2,40.0,3.7,FW,-0.22,0.852380952381,1.0
586,White,1,41.0,3.6,FW,0.36,0.855357142857,1.0
587,White,1,46.0,3.5,FW,2.11,0.908333333333,1.0
589,Black,2,42.0,2.5,FW,-0.59,0.763095238095,1.0
591,White,2,37.0,3.0,MS,1.72,0.748214285714,1.0
594,White,2,39.0,2.9,MS,1.67,0.76369047619,1.0
595,White,1,31.0,2.5,MS,0.02,0.625595238095,1.0
597,White,1,36.0,2.9,MS,-0.78,0.72619047619,1.0
599,White,1,32.5,3.3,FW,0.56,0.720535714286,1.0
600,White,2,35.0,2.3,MS,0.95,0.656547619048,1.0
601,White,2,41.0,2.9,MS,0.74,0.78869047619,1.0
602,White,2,30.3,2.9,MS,-0.59,0.65494047619,1.0
603,White,2,37.0,3.2,MS,-0.32,0.767261904762,1.0
604,White,2,36.0,3.8,FW,0.99,0.811904761905,1.0
606,White,2,36.0,3.1,MS,-0.37,0.745238095238,1.0
607,White,2,39.0,2.9,MS,0.49,0.76369047619,1.0
609,White,1,29.3,3.2,MS,-0.88,0.671011904762,1.0
610,White,1,35.0,3.2,MS,-0.86,0.742261904762,1.0
611,White,1,33.5,3.3,MS,0.03,0.733035714286,1.0
613,White,2,34.0,3.4,MS,-0.94,0.74880952381,1.0
615,White,1,38.0,2.8,SE,-0.58,0.741666666667,1.0
616,White,2,37.0,2.5,MS,0.14,0.700595238095,1.0
617,White,1,34.3,2.8,MS,-0.55,0.695416666667,1.0
618,White,1,41.0,2.8,MS,0.66,0.779166666667,1.0
620,White,2,26.0,3.5,MS,0.72,0.658333333333,1.0
622,White,1,36.0,2.9,MS,-0.48,0.72619047619,1.0
623,White,2,34.0,2.8,MS,-0.16,0.691666666667,1.0
624,White,2,38.0,2.7,MS,1.15,0.732142857143,1.0
625,White,2,38.0,2.6,MS,-0.78,0.722619047619,1.0
626,White,2,35.0,2.9,MS,0.22,0.71369047619,1.0
628,White,1,35.0,3.5,MS,1.08,0.770833333333,1.0
631,White,1,46.0,2.7,MS,0.8,0.832142857143,1.0
632,White,1,35.0,3.0,MS,0.53,0.723214285714,1.0
633,White,2,33.0,2.1,MS,-0.62,0.6125,1.0
634,White,2,35.0,3.2,MS,0.92,0.742261904762,1.0
635,White,1,28.0,3.3,MS,0.37,0.664285714286,1.0
637,White,2,36.0,2.9,MS,0.28,0.72619047619,1.0
638,White,1,35.0,2.9,MS,0.09,0.71369047619,1.0
639,White,1,32.0,3.8,MS,-0.39,0.761904761905,1.0
640,White,1,32.0,2.9,MS,0.68,0.67619047619,1.0
641,White,2,40.0,3.3,MS,0.34,0.814285714286,1.0
642,White,1,31.0,3.9,MS,0.14,0.758928571429,1.0
643,White,2,35.0,3.6,MS,-0.33,0.780357142857,1.0
644,White,1,32.0,3.1,MS,-0.9,0.695238095238,1.0
646,Black,1,29.0,2.5,MS,-0.25,0.600595238095,0.0
647,White,2,35.0,2.8,SC,-1.24,0.704166666667,0.0
648,White,1,40.0,3.4,Mt,1.86,0.82380952381,1.0
649,Black,1,34.0,3.3,NE,1.75,0.739285714286,1.0
650,Black,2,27.0,3.5,NE,-0.93,0.670833333333,1.0
651,Black,1,30.0,3.3,NE,0.29,0.689285714286,1.0
653,Black,2,31.0,2.2,NE,0.21,0.597023809524,0.0
654,Black,1,23.3,2.7,MS,-1.56,0.548392857143,0.0
655,Asian,2,30.7,1.9,NE,-0.02,0.564702380952,0.0
656,Black,1,29.0,3.2,NE,1.12,0.667261904762,1.0
657,Black,1,33.0,2.3,MS,0.16,0.631547619048,1.0
658,Asian,1,29.0,2.7,NE,0.16,0.619642857143,0.0
659,Black,1,39.0,3.2,MS,1.03,0.792261904762,1.0
660,Black,1,32.5,2.6,MS,1.94,0.653869047619,1.0
662,Black,2,32.0,2.9,SE,-0.57,0.67619047619,0.0
663,Black,2,31.0,3.1,NW,0.62,0.682738095238,1.0
664,White,2,37.0,3.0,NG,-0.04,0.748214285714,1.0
665,White,1,30.5,3.0,MS,0.77,0.666964285714,1.0
666,Black,1,27.0,2.8,SE,-1.06,0.604166666667,0.0
667,Black,2,36.0,2.6,NE,0.41,0.697619047619,1.0
668,Black,2,29.0,2.1,NE,-0.56,0.5625,1.0
669,White,1,36.0,3.3,MS,0.55,0.764285714286,1.0
670,Asian,1,30.0,2.8,MS,0.05,0.641666666667,0.0
672,Black,1,32.5,2.1,NE,0.76,0.60625,1.0
674,White,2,23.5,3.6,MS,0.69,0.636607142857,1.0
675,Black,1,31.0,2.9,NE,-0.9,0.66369047619,0.0
676,Black,1,31.0,3.1,FW,-0.62,0.682738095238,1.0
680,Black,2,30.0,2.7,NE,1.14,0.632142857143,1.0
681,Black,2,31.0,2.9,GL,-1.69,0.66369047619,0.0
682,Black,2,29.0,2.7,MS,-1.03,0.619642857143,0.0
683,Black,2,28.0,2.8,NE,-0.09,0.616666666667,1.0
684,White,2,40.0,1.7,NE,0.52,0.661904761905,1.0
685,Hispanic,1,29.0,3.6,NE,-0.58,0.705357142857,0.0
686,Hispanic,2,29.0,2.5,NE,0.56,0.600595238095,1.0
687,Black,1,34.0,3.3,NE,-1.24,0.739285714286,1.0
688,Black,2,30.0,3.4,NE,0.71,0.69880952381,1.0
689,Black,1,28.5,2.2,FW,-0.31,0.565773809524,0.0
690,Black,1,36.0,2.2,MS,-0.55,0.659523809524,0.0
691,Black,2,31.0,2.8,GL,0.02,0.654166666667,1.0
693,Black,1,31.0,2.2,NE,-0.48,0.597023809524,0.0
695,White,2,35.0,2.3,NG,1.69,0.656547619048,1.0
696,Black,1,35.0,3.2,MS,0.78,0.742261904762,1.0
700,Black,1,34.0,3.2,NE,0.97,0.729761904762,1.0
701,Asian,2,30.0,2.8,NE,-0.69,0.641666666667,0.0
703,Black,1,32.0,3.4,MS,0.1,0.72380952381,1.0
704,White,1,37.0,2.7,NG,-0.64,0.719642857143,1.0
705,White,2,34.5,1.9,MS,-0.93,0.612202380952,1.0
706,White,2,36.0,2.7,MS,0.78,0.707142857143,1.0
708,Black,1,26.0,3.6,NE,0.03,0.667857142857,0.0
710,Black,1,34.0,3.1,NG,-0.35,0.720238095238,1.0
711,White,2,28.0,3.9,MS,0.6,0.721428571429,1.0
712,Black,1,26.0,2.9,NE,-0.14,0.60119047619,1.0
713,Black,1,26.5,2.8,NG,-2.14,0.597916666667,0.0
714,Black,2,37.0,1.9,MS,-0.96,0.643452380952,0.0
715,Black,1,32.0,2.1,NE,-0.62,0.6,1.0
717,Black,1,20.0,2.7,MS,-0.93,0.507142857143,0.0
718,White,2,31.5,2.4,SE,-0.06,0.622321428571,0.0
719,Black,1,33.0,3.7,SE,-0.55,0.764880952381,1.0
720,White,1,35.0,2.7,MS,-0.28,0.694642857143,1.0
722,Black,2,31.5,2.0,NE,-0.68,0.584226190476,1.0
724,Black,2,23.3,3.5,NE,0.21,0.624583333333,1.0
725,Black,1,29.0,2.7,NG,-0.04,0.619642857143,1.0
726,Black,2,32.0,2.2,NE,-0.91,0.609523809524,0.0
727,White,2,39.0,2.5,MS,1.4,0.725595238095,1.0
728,Black,1,33.0,2.2,NE,-1.41,0.622023809524,1.0
729,White,1,33.0,3.0,NE,-0.72,0.698214285714,0.0
730,Asian,1,31.0,2.7,GL,0.14,0.644642857143,0.0
731,Black,1,29.5,2.4,NE,-0.17,0.597321428571,1.0
732,Black,1,30.0,2.6,SC,0.89,0.622619047619,0.0
733,Black,1,28.0,2.7,NE,-0.02,0.607142857143,1.0
734,Black,2,29.0,2.6,SE,-1.18,0.610119047619,0.0
735,White,1,30.3,2.5,SE,-0.43,0.616845238095,1.0
736,Black,2,32.0,2.6,MS,-0.8,0.647619047619,1.0
738,Black,2,26.0,3.1,FW,-0.05,0.620238095238,0.0
740,Black,2,32.0,3.0,FW,1.22,0.685714285714,1.0
741,Black,1,32.0,3.4,MS,-1.68,0.72380952381,0.0
743,Black,1,39.0,2.2,MS,1.72,0.697023809524,1.0
744,Black,1,29.0,2.6,GL,-1.36,0.610119047619,1.0
745,Black,1,30.0,3.6,NE,-0.02,0.717857142857,1.0
746,Black,1,36.5,2.9,NE,1.59,0.73244047619,1.0
748,Black,1,24.0,2.7,MS,0.57,0.557142857143,1.0
749,Black,2,32.0,3.5,NE,0.59,0.733333333333,1.0
750,Black,1,35.0,2.3,NE,0.46,0.656547619048,1.0
753,Black,1,39.0,3.4,SE,1.61,0.81130952381,1.0
754,Other,1,25.0,3.6,SE,1.73,0.655357142857,1.0
755,Black,1,32.0,3.0,NE,0.46,0.685714285714,1.0
756,Black,1,34.0,2.9,NE,-0.36,0.70119047619,1.0
758,Black,1,28.0,3.0,FW,1.09,0.635714285714,0.0
759,Black,1,35.0,2.7,NE,-0.21,0.694642857143,1.0
760,Asian,1,26.5,3.1,FW,-0.21,0.626488095238,0.0
761,White,1,32.0,3.0,MS,0.88,0.685714285714,1.0
762,Black,2,30.0,3.3,SE,1.39,0.689285714286,1.0
763,Black,1,28.0,3.1,MS,2.23,0.645238095238,1.0
764,Black,1,23.5,3.6,MS,-0.52,0.636607142857,0.0
765,Black,2,39.0,2.9,MS,2.6,0.76369047619,1.0
766,White,2,40.0,3.6,MS,0.24,0.842857142857,1.0
768,Black,2,32.0,2.6,NE,1.44,0.647619047619,1.0
769,White,1,35.0,2.8,MS,2.36,0.704166666667,1.0
770,Black,1,30.0,2.5,Mt,0.18,0.613095238095,1.0
771,Black,1,33.0,2.9,NE,0.44,0.68869047619,1.0
772,Black,2,23.0,3.5,SE,0.8,0.620833333333,1.0
773,Black,2,29.0,2.6,NE,-0.61,0.610119047619,1.0
776,Black,1,32.0,2.7,NE,-1.04,0.657142857143,1.0
777,White,1,35.0,3.0,MS,0.05,0.723214285714,0.0
778,Black,2,27.5,2.4,NE,-0.45,0.572321428571,1.0
780,Black,2,41.0,2.1,NE,0.71,0.7125,1.0
782,Black,2,30.0,2.5,NE,-0.69,0.613095238095,1.0
783,Black,1,29.0,2.4,SE,0.49,0.591071428571,1.0
784,Black,2,34.0,3.1,MS,1.52,0.720238095238,1.0
786,Black,1,32.0,3.2,MS,1.14,0.704761904762,1.0
787,Black,1,26.0,3.0,NE,1.49,0.610714285714,1.0
788,Black,1,30.0,3.4,SE,-2.6,0.69880952381,0.0
789,White,2,40.0,3.7,NE,-0.39,0.852380952381,1.0
790,White,1,46.0,4.0,SC,1.12,0.955952380952,1.0
791,White,2,44.5,3.6,GL,0.57,0.899107142857,1.0
792,Black,2,33.0,3.3,GL,-0.82,0.726785714286,1.0
793,White,2,47.0,3.7,NE,1.22,0.939880952381,1.0
794,Black,2,35.5,3.6,MS,-0.75,0.786607142857,1.0
795,White,2,45.0,3.1,MS,-0.82,0.857738095238,1.0
796,White,2,41.0,3.2,MS,-1.21,0.817261904762,1.0
797,White,1,42.0,4.0,MS,0.37,0.905952380952,1.0
798,White,1,46.0,3.7,MS,1.55,0.927380952381,1.0
799,White,1,46.0,2.6,MS,1.22,0.822619047619,1.0
800,White,2,45.0,3.4,MS,-1.27,0.88630952381,1.0
801,White,2,45.0,3.6,NG,1.59,0.905357142857,1.0
802,White,1,48.0,3.6,SE,0.93,0.942857142857,1.0
803,White,1,41.0,3.7,MS,0.19,0.864880952381,1.0
804,White,1,41.0,3.6,MS,-0.46,0.855357142857,1.0
805,White,1,45.0,3.6,MS,1.83,0.905357142857,1.0
807,White,2,46.0,3.6,SC,0.87,0.917857142857,1.0
808,White,2,45.0,3.8,MS,-1.31,0.924404761905,0.0
809,White,2,45.0,3.4,SE,-2.96,0.88630952381,1.0
810,White,1,43.0,3.8,Mt,-0.33,0.899404761905,1.0
811,Other,1,41.0,3.4,NE,0.3,0.83630952381,1.0
812,White,1,43.0,3.5,NE,-0.53,0.870833333333,1.0
813,White,2,41.0,3.5,MW,-0.65,0.845833333333,1.0
814,White,2,44.0,3.2,NG,2.33,0.854761904762,1.0
815,Black,2,34.0,3.2,SC,-1.48,0.729761904762,0.0
816,White,2,47.0,3.5,MS,0.62,0.920833333333,1.0
817,Hispanic,2,45.0,3.9,MS,0.09,0.933928571429,1.0
818,White,1,39.0,3.9,MS,0.23,0.858928571429,1.0
819,White,1,45.0,3.7,FW,-1.47,0.914880952381,0.0
820,White,2,34.0,3.6,NG,0.98,0.767857142857,1.0
821,White,2,45.0,3.5,Mt,-1.14,0.895833333333,1.0
822,White,2,39.0,3.8,MS,-0.27,0.849404761905,1.0
825,White,2,42.0,3.6,NE,-0.54,0.867857142857,1.0
826,White,1,39.5,3.6,NE,-0.09,0.836607142857,1.0
827,Other,2,29.5,3.8,GL,-0.72,0.730654761905,1.0
828,Black,1,28.0,3.1,MS,-1.24,0.645238095238,1.0
829,White,2,42.0,3.1,NE,-0.57,0.820238095238,1.0
830,Black,1,29.0,2.6,NG,-1.1,0.610119047619,0.0
831,White,2,42.0,3.6,MS,-0.33,0.867857142857,1.0
832,White,1,44.0,3.6,MS,-0.55,0.892857142857,1.0
833,White,2,42.0,3.8,GL,0.28,0.886904761905,1.0
834,White,1,40.0,3.3,NE,-0.78,0.814285714286,1.0
835,White,1,42.0,3.6,NE,0.27,0.867857142857,1.0
836,Black,1,34.0,3.7,NE,-1.87,0.777380952381,1.0
837,White,1,44.0,3.6,NG,0.1,0.892857142857,1.0
838,Black,1,24.0,3.9,MS,-1.21,0.671428571429,1.0
839,Black,2,38.0,3.4,NE,-2.64,0.79880952381,1.0
840,Black,1,36.0,3.5,NE,-0.91,0.783333333333,1.0
842,White,1,46.0,3.6,GL,1.5,0.917857142857,1.0
843,White,2,42.0,3.0,NE,-0.76,0.810714285714,1.0
844,Hispanic,2,48.0,3.1,NE,0.99,0.895238095238,1.0
845,Hispanic,1,41.0,3.7,FW,-0.94,0.864880952381,0.0
846,White,2,37.0,3.6,NG,0.32,0.805357142857,1.0
847,White,2,37.0,3.7,FW,-0.19,0.814880952381,1.0
848,White,2,43.0,3.7,GL,-0.85,0.889880952381,1.0
850,White,2,44.0,3.2,NG,-1.08,0.854761904762,1.0
851,White,2,45.0,2.9,GL,0.52,0.83869047619,1.0
852,White,1,41.0,3.2,NG,0.13,0.817261904762,1.0
853,White,2,39.0,3.7,NE,0.38,0.839880952381,1.0
854,White,2,41.0,3.9,NE,0.61,0.883928571429,1.0
855,Asian,1,40.5,3.5,NE,-0.47,0.839583333333,1.0
856,Hispanic,1,41.0,3.5,SE,-1.08,0.845833333333,1.0
857,White,2,44.0,3.9,NE,0.54,0.921428571429,1.0
858,White,2,45.0,3.2,NE,-0.15,0.867261904762,1.0
859,White,1,39.5,3.7,NG,-0.72,0.846130952381,1.0
860,White,2,42.5,3.7,NE,0.07,0.883630952381,1.0
861,White,2,42.0,3.6,NE,-0.16,0.867857142857,1.0
862,White,1,39.0,3.4,NE,0.1,0.81130952381,1.0
863,White,1,44.0,3.2,NE,0.99,0.854761904762,1.0
864,White,2,43.0,3.7,GL,0.77,0.889880952381,1.0
865,White,2,44.0,3.7,NE,0.77,0.902380952381,1.0
866,White,2,42.0,3.1,NG,-0.22,0.820238095238,1.0
867,White,1,42.0,3.7,NE,-0.03,0.877380952381,1.0
868,White,1,40.5,3.6,FW,0.45,0.849107142857,1.0
869,White,2,42.0,3.8,NE,0.51,0.886904761905,1.0
870,White,1,46.0,3.5,GL,-0.31,0.908333333333,1.0
871,White,2,42.0,3.5,NE,0.2,0.858333333333,1.0
872,White,1,44.0,3.8,NE,1.08,0.911904761905,1.0
873,White,2,46.0,3.3,NE,1.72,0.889285714286,1.0
874,White,1,46.0,3.4,GL,1.5,0.89880952381,1.0
875,White,2,46.0,3.5,NE,0.51,0.908333333333,1.0
876,White,2,41.0,3.8,FW,-1.36,0.874404761905,1.0
877,White,1,44.0,3.7,NE,0.22,0.902380952381,1.0
878,White,2,41.0,3.3,NE,-0.25,0.826785714286,1.0
879,White,1,41.0,3.1,NE,-1.3,0.807738095238,1.0
880,White,1,48.0,3.4,NG,1.44,0.92380952381,1.0
881,Asian,2,41.0,3.4,FW,-0.92,0.83630952381,1.0
882,Asian,1,37.5,3.6,FW,-0.82,0.811607142857,1.0
883,White,1,48.0,3.7,NE,2.42,0.952380952381,1.0
884,White,1,35.0,3.5,GL,-0.12,0.770833333333,1.0
885,White,2,43.0,3.6,MS,0.93,0.880357142857,1.0
886,White,1,40.0,3.9,NE,-0.12,0.871428571429,0.0
887,White,2,44.0,3.2,GL,1.66,0.854761904762,1.0
888,White,2,43.0,3.5,Mt,-0.6,0.870833333333,1.0
889,White,1,44.0,3.4,MS,1.53,0.87380952381,1.0
890,Mexican,1,31.0,3.4,GL,-1.65,0.71130952381,1.0
891,White,2,41.0,3.7,FW,-1.84,0.864880952381,0.0
892,White,1,41.0,3.4,NE,0.54,0.83630952381,1.0
893,White,1,38.0,3.6,NE,0.26,0.817857142857,1.0
894,White,2,42.0,3.6,NE,1.34,0.867857142857,1.0
895,White,2,46.0,3.5,NE,0.0,0.908333333333,1.0
896,Hispanic,1,40.0,3.9,NE,-0.63,0.871428571429,1.0
897,White,2,37.7,3.4,NG,0.25,0.79505952381,1.0
898,White,2,40.0,3.8,NE,0.48,0.861904761905,1.0
899,White,1,40.0,3.7,NG,-0.16,0.852380952381,1.0
900,White,2,42.0,3.9,Mt,-0.63,0.896428571429,1.0
901,Puertorican,1,44.0,3.5,NE,0.67,0.883333333333,1.0
902,White,2,41.0,3.4,NE,0.41,0.83630952381,1.0
903,White,1,42.0,3.3,NE,-0.15,0.839285714286,1.0
904,White,1,42.0,3.6,NG,1.63,0.867857142857,1.0
905,Asian,1,41.0,3.7,NE,0.1,0.864880952381,1.0
906,White,2,42.0,3.3,NE,1.18,0.839285714286,1.0
907,White,1,42.0,3.5,GL,0.48,0.858333333333,1.0
909,White,1,41.0,3.7,NE,0.04,0.864880952381,1.0
911,White,2,46.0,3.1,NG,1.98,0.870238095238,1.0
912,Asian,1,43.0,3.4,MS,-0.02,0.86130952381,1.0
913,White,2,32.5,3.1,MS,-2.06,0.701488095238,0.0
914,White,2,40.0,3.7,NE,-0.25,0.852380952381,1.0
916,Asian,2,39.0,3.9,NE,-0.15,0.858928571429,1.0
917,Asian,2,42.0,3.6,FW,1.69,0.867857142857,1.0
918,White,1,38.5,3.6,NG,0.74,0.824107142857,1.0
919,Asian,1,43.0,3.6,NE,0.86,0.880357142857,1.0
920,White,2,39.0,3.5,NE,1.4,0.820833333333,1.0
921,White,2,44.0,3.1,NG,0.93,0.845238095238,1.0
922,White,2,41.0,3.4,NE,-0.6,0.83630952381,1.0
923,White,1,43.0,3.4,NE,-0.6,0.86130952381,1.0
924,White,1,41.0,3.6,NE,-1.71,0.855357142857,1.0
925,White,2,44.0,3.3,MS,0.01,0.864285714286,1.0
926,White,2,45.0,3.6,NE,0.9,0.905357142857,1.0
927,White,2,41.0,3.6,NG,-0.22,0.855357142857,1.0
928,White,2,41.0,3.0,NE,1.34,0.798214285714,1.0
929,Mexican,2,32.0,3.3,NE,-1.01,0.714285714286,0.0
930,White,1,40.0,3.8,NE,0.55,0.861904761905,1.0
931,White,2,47.0,3.5,NE,-0.6,0.920833333333,1.0
933,White,2,36.0,2.8,NE,-1.07,0.716666666667,1.0
936,White,2,32.0,3.3,GL,-0.4,0.714285714286,1.0
938,White,2,39.0,2.8,GL,-0.49,0.754166666667,1.0
939,White,2,29.5,3.4,NE,0.92,0.69255952381,1.0
940,Asian,2,37.0,3.0,FW,0.53,0.748214285714,0.0
941,White,1,35.0,3.6,NE,1.78,0.780357142857,1.0
943,White,2,29.0,3.3,GL,0.58,0.676785714286,1.0
945,White,1,39.0,2.4,GL,-0.47,0.716071428571,1.0
946,White,2,31.0,3.4,NE,0.46,0.71130952381,1.0
948,White,1,39.0,3.7,GL,1.74,0.839880952381,1.0
949,White,1,32.0,3.4,GL,-1.21,0.72380952381,1.0
950,White,2,37.0,2.9,GL,-0.66,0.73869047619,1.0
951,White,2,30.0,3.4,NE,-1.07,0.69880952381,1.0
952,White,2,38.0,2.7,GL,-1.07,0.732142857143,1.0
953,White,1,35.0,3.6,GL,-0.24,0.780357142857,1.0
954,White,2,34.5,2.5,GL,0.74,0.669345238095,1.0
955,White,2,38.0,2.5,GL,-0.91,0.713095238095,1.0
957,Black,2,17.5,3.6,GL,-1.54,0.561607142857,1.0
958,White,2,37.0,3.0,GL,0.51,0.748214285714,1.0
959,White,1,43.0,4.0,GL,1.51,0.918452380952,1.0
960,White,2,36.0,3.1,SE,0.51,0.745238095238,1.0
961,White,2,36.0,2.3,NE,-0.21,0.669047619048,1.0
962,White,2,41.0,2.5,GL,1.34,0.750595238095,1.0
963,White,2,26.0,2.6,GL,0.2,0.572619047619,1.0
964,White,2,39.0,2.8,GL,-0.05,0.754166666667,1.0
965,Asian,1,36.0,3.4,GL,-0.63,0.77380952381,1.0
966,White,2,37.0,2.6,GL,-1.24,0.710119047619,1.0
967,White,2,36.0,2.6,GL,1.6,0.697619047619,1.0
968,White,2,39.0,3.2,GL,-1.19,0.792261904762,1.0
969,White,2,37.0,3.3,GL,0.78,0.776785714286,1.0
970,White,2,39.0,2.7,NE,-1.03,0.744642857143,1.0
971,White,1,33.5,3.4,GL,-0.54,0.74255952381,1.0
972,White,2,36.0,3.2,GL,1.11,0.754761904762,1.0
973,White,1,40.0,3.8,GL,1.71,0.861904761905,1.0
974,White,1,40.0,3.8,GL,1.11,0.861904761905,1.0
975,White,2,28.0,3.3,SE,-0.4,0.664285714286,0.0
976,White,1,37.0,2.4,GL,0.34,0.691071428571,1.0
977,White,2,35.0,3.1,MS,-0.49,0.732738095238,0.0
978,White,1,35.5,2.1,NE,0.06,0.64375,1.0
982,White,2,38.0,3.3,GL,-0.73,0.789285714286,1.0
983,White,2,36.0,3.2,NE,-0.47,0.754761904762,1.0
986,White,2,28.0,3.3,MS,-0.91,0.664285714286,1.0
